appointment_id,customer_id,staff_name,service_id,week_start,appointment_start,appointment_end,booking_created_at,status,cancelled_at,completed_at,booked_duration_minutes,quoted_service_amount_aud,service_revenue_aud,discount_amount_aud,booking_channel,is_new_customer_at_booking
A00470,C0316,Sarah,SV01,27/4/2026,2026-04-29T09:00:00,2026-04-29T09:30:00,2026-04-20T07:00:00,completed,,2026-04-29T09:30:00,30,40,40,0,In salon,TRUE
A00471,C0317,Sarah,SV06,27/4/2026,2026-05-01T12:00:00,2026-05-01T15:00:00,2026-04-09T11:00:00,completed,,2026-05-01T15:00:00,180,390,390,0,In salon,TRUE
A00472,C0041,Sam,SV04,27/4/2026,2026-04-28T09:00:00,2026-04-28T11:00:00,2026-04-08T03:00:00,completed,,2026-04-28T11:00:00,120,240,240,0,In salon,FALSE
A00473,C0318,Sarah,SV02,27/4/2026,2026-04-29T15:30:00,2026-04-29T16:15:00,2026-03-28T07:30:00,completed,,2026-04-29T16:15:00,45,60,60,0,In salon,TRUE
A00474,C0140,Matthew,SV01,27/4/2026,2026-04-29T10:00:00,2026-04-29T10:30:00,2026-04-08T09:00:00,completed,,2026-04-29T10:30:00,30,40,40,0,Online,FALSE
A00475,C0319,Sarah,SV06,27/4/2026,2026-05-01T09:00:00,2026-05-01T12:00:00,2026-04-07T07:00:00,completed,,2026-05-01T12:00:00,180,390,390,0,Phone,TRUE
A00476,C0193,Sam,SV01,27/4/2026,2026-04-29T15:30:00,2026-04-29T16:00:00,2026-04-03T15:30:00,completed,,2026-04-29T16:00:00,30,40,40,0,Phone,FALSE
A00477,C0320,Sam,SV01,27/4/2026,2026-04-29T12:00:00,2026-04-29T12:30:00,2026-03-28T12:00:00,completed,,2026-04-29T12:30:00,30,40,40,0,Online,TRUE
A00478,C0099,Sarah,SV04,27/4/2026,2026-04-28T13:00:00,2026-04-28T15:00:00,2026-04-20T10:00:00,completed,,2026-04-28T15:00:00,120,240,240,0,Phone,FALSE
A00479,C0095,Sam,SV01,27/4/2026,2026-04-29T11:30:00,2026-04-29T12:00:00,2026-04-19T10:30:00,completed,,2026-04-29T12:00:00,30,40,40,0,Online,FALSE
A00480,C0321,Sarah,SV01,27/4/2026,2026-04-29T10:30:00,2026-04-29T11:00:00,2026-03-27T02:30:00,completed,,2026-04-29T11:00:00,30,40,40,0,Online,TRUE
A00481,C0322,Matthew,SV06,27/4/2026,2026-05-01T09:00:00,2026-05-01T12:00:00,2026-04-03T01:00:00,completed,,2026-05-01T12:00:00,180,390,390,0,Online,TRUE
A00482,C0314,Sarah,SV02,27/4/2026,2026-04-29T13:30:00,2026-04-29T14:15:00,2026-04-15T12:00:00,cancelled,2026-04-19T12:00:00,,45,60,0,0,In salon,TRUE
A00483,C0023,Sam,SV03,27/4/2026,2026-04-27T11:30:00,2026-04-27T12:30:00,2026-04-15T12:00:00,cancelled,2026-04-19T12:00:00,,60,100,0,0,Phone,FALSE
A00484,C0323,Sarah,SV04,4/5/2026,2026-05-05T14:15:00,2026-05-05T16:15:00,2026-04-15T13:15:00,completed,,2026-05-05T16:15:00,120,240,240,0,In salon,TRUE
A00485,C0153,Sarah,SV05,4/5/2026,2026-05-08T09:00:00,2026-05-08T11:30:00,2026-04-21T09:00:00,completed,,2026-05-08T11:30:00,150,325,325,0,In salon,FALSE
A00486,C0179,Matthew,SV04,4/5/2026,2026-05-04T09:30:00,2026-05-04T11:30:00,2026-04-17T05:30:00,completed,,2026-05-04T11:30:00,120,240,240,0,Online,FALSE
A00487,C0098,Matthew,SV03,4/5/2026,2026-05-04T16:00:00,2026-05-04T17:00:00,2026-04-20T10:00:00,completed,,2026-05-04T17:00:00,60,100,100,0,Phone,FALSE
A00488,C0324,Sam,SV04,4/5/2026,2026-05-04T15:00:00,2026-05-04T17:00:00,2026-04-26T14:00:00,completed,,2026-05-04T17:00:00,120,240,240,0,Phone,TRUE
A00489,C0215,Sarah,SV01,4/5/2026,2026-05-06T13:15:00,2026-05-06T13:45:00,2026-04-08T05:15:00,completed,,2026-05-06T13:45:00,30,40,40,0,In salon,FALSE
A00490,C0120,Sam,SV03,4/5/2026,2026-05-04T14:00:00,2026-05-04T15:00:00,2026-03-31T14:00:00,completed,,2026-05-04T15:00:00,60,100,100,0,Online,FALSE
A00491,C0056,Sarah,SV02,4/5/2026,2026-05-05T16:15:00,2026-05-05T17:00:00,2026-04-23T09:15:00,completed,,2026-05-05T17:00:00,45,60,60,0,In salon,FALSE
A00492,C0231,Sarah,SV01,4/5/2026,2026-05-06T13:45:00,2026-05-06T14:15:00,2026-04-07T08:45:00,completed,,2026-05-06T14:15:00,30,40,40,0,Phone,FALSE
A00493,C0045,Sarah,SV02,4/5/2026,2026-05-05T10:45:00,2026-05-05T11:30:00,2026-04-14T09:45:00,completed,,2026-05-05T11:30:00,45,60,60,0,Online,FALSE
A00494,C0164,Matthew,SV01,4/5/2026,2026-05-05T12:30:00,2026-05-05T13:00:00,2026-04-16T11:30:00,completed,,2026-05-05T13:00:00,30,40,40,0,Phone,FALSE
A00495,C0325,Sam,SV04,4/5/2026,2026-05-04T12:00:00,2026-05-04T14:00:00,2026-04-13T12:00:00,completed,,2026-05-04T14:00:00,120,240,240,0,Online,TRUE
A00496,C0237,Matthew,SV01,4/5/2026,2026-05-04T09:00:00,2026-05-04T09:30:00,2026-04-15T06:00:00,completed,,2026-05-04T09:30:00,30,40,40,0,Online,FALSE
A00497,C0223,Sam,SV01,4/5/2026,2026-05-06T13:45:00,2026-05-06T14:15:00,2026-04-04T12:45:00,completed,,2026-05-06T14:15:00,30,40,40,0,Phone,FALSE
A00498,C0326,Sam,SV02,4/5/2026,2026-05-05T12:45:00,2026-05-05T13:30:00,2026-04-10T07:45:00,completed,,2026-05-05T13:30:00,45,60,60,0,Phone,TRUE
A00499,C0229,Sarah,SV01,4/5/2026,2026-05-08T14:30:00,2026-05-08T15:00:00,2026-04-24T06:30:00,completed,,2026-05-08T15:00:00,30,40,40,0,Phone,FALSE
A00500,C0327,Matthew,SV01,4/5/2026,2026-05-06T09:15:00,2026-05-06T09:45:00,2026-04-17T05:15:00,completed,,2026-05-06T09:45:00,30,40,40,0,Online,TRUE
A00501,C0238,Sarah,SV03,4/5/2026,2026-05-04T09:00:00,2026-05-04T10:00:00,2026-04-09T05:00:00,completed,,2026-05-04T10:00:00,60,100,100,0,In salon,FALSE
A00502,C0159,Sam,SV01,4/5/2026,2026-05-06T12:45:00,2026-05-06T13:15:00,2026-04-02T09:45:00,completed,,2026-05-06T13:15:00,30,40,40,0,Phone,FALSE
A00503,C0097,Sam,SV06,4/5/2026,2026-05-08T12:00:00,2026-05-08T15:00:00,2026-04-21T08:00:00,completed,,2026-05-08T15:00:00,180,390,390,0,In salon,FALSE
A00504,C0328,Sarah,SV03,4/5/2026,2026-05-05T13:15:00,2026-05-05T14:15:00,2026-04-23T10:15:00,completed,,2026-05-05T14:15:00,60,100,100,0,In salon,TRUE
A00505,C0067,Sam,SV01,4/5/2026,2026-05-06T14:15:00,2026-05-06T14:45:00,2026-04-15T13:15:00,completed,,2026-05-06T14:45:00,30,40,40,0,In salon,FALSE
A00506,C0057,Matthew,SV04,4/5/2026,2026-05-04T11:30:00,2026-05-04T13:30:00,2026-04-08T07:30:00,completed,,2026-05-04T13:30:00,120,240,240,0,Phone,FALSE
A00507,C0083,Sam,SV02,4/5/2026,2026-05-05T12:00:00,2026-05-05T12:45:00,2026-04-02T05:00:00,completed,,2026-05-05T12:45:00,45,60,60,0,Phone,FALSE
A00508,C0240,Sarah,SV03,4/5/2026,2026-05-05T12:15:00,2026-05-05T13:15:00,2026-04-03T07:15:00,completed,,2026-05-05T13:15:00,60,100,100,0,In salon,FALSE
A00509,C0096,Matthew,SV01,4/5/2026,2026-05-06T11:45:00,2026-05-06T12:15:00,2026-04-09T11:45:00,completed,,2026-05-06T12:15:00,30,40,40,0,In salon,FALSE
A00510,C0172,Sarah,SV02,4/5/2026,2026-05-05T11:30:00,2026-05-05T12:15:00,2026-04-04T03:30:00,completed,,2026-05-05T12:15:00,45,60,60,0,In salon,FALSE
A00511,C0047,Sarah,SV06,4/5/2026,2026-05-08T11:30:00,2026-05-08T14:30:00,2026-04-09T10:30:00,completed,,2026-05-08T14:30:00,180,390,390,0,Online,FALSE
A00512,C0329,Sam,SV04,4/5/2026,2026-05-05T09:00:00,2026-05-05T11:00:00,2026-04-04T03:00:00,completed,,2026-05-05T11:00:00,120,240,240,0,In salon,TRUE
A00513,C0073,Matthew,SV04,4/5/2026,2026-05-05T09:45:00,2026-05-05T11:45:00,2026-04-10T08:45:00,completed,,2026-05-05T11:45:00,120,240,240,0,Phone,FALSE
A00514,C0028,Sarah,SV01,4/5/2026,2026-05-06T12:45:00,2026-05-06T13:15:00,2026-04-20T12:45:00,completed,,2026-05-06T13:15:00,30,40,40,0,Online,FALSE
A00515,C0148,Sam,SV04,4/5/2026,2026-05-05T14:15:00,2026-05-05T16:15:00,2026-04-04T06:15:00,completed,,2026-05-05T16:15:00,120,240,240,0,Online,FALSE
A00516,C0135,Matthew,SV01,4/5/2026,2026-05-06T10:15:00,2026-05-06T10:45:00,2026-04-02T09:15:00,completed,,2026-05-06T10:45:00,30,40,40,0,Online,FALSE
A00517,C0058,Sarah,SV01,4/5/2026,2026-05-05T10:15:00,2026-05-05T10:45:00,2026-03-31T09:15:00,completed,,2026-05-05T10:45:00,30,40,40,0,Online,FALSE
A00518,C0330,Sam,SV03,4/5/2026,2026-05-05T11:00:00,2026-05-05T12:00:00,2026-04-22T06:00:00,completed,,2026-05-05T12:00:00,60,100,100,0,Phone,TRUE
A00519,C0155,Matthew,SV01,4/5/2026,2026-05-06T11:15:00,2026-05-06T11:45:00,2026-04-08T03:15:00,completed,,2026-05-06T11:45:00,30,40,40,0,In salon,FALSE
A00520,C0236,Sarah,SV01,4/5/2026,2026-05-06T11:45:00,2026-05-06T12:15:00,2026-04-09T03:45:00,completed,,2026-05-06T12:15:00,30,40,40,0,Phone,FALSE
A00521,C0331,Sarah,SV01,4/5/2026,2026-05-06T14:15:00,2026-05-06T14:45:00,2026-04-03T09:15:00,completed,,2026-05-06T14:45:00,30,40,40,0,Phone,TRUE
A00522,C0222,Matthew,SV02,4/5/2026,2026-05-05T09:00:00,2026-05-05T09:45:00,2026-04-24T05:00:00,completed,,2026-05-05T09:45:00,45,60,60,0,Online,FALSE
A00523,C0025,Sam,SV01,4/5/2026,2026-05-06T14:45:00,2026-05-06T15:15:00,2026-04-24T14:45:00,completed,,2026-05-06T15:15:00,30,40,40,0,In salon,FALSE
A00524,C0149,Sam,SV02,4/5/2026,2026-05-05T13:30:00,2026-05-05T14:15:00,2026-04-12T12:30:00,completed,,2026-05-05T14:15:00,45,60,60,0,Online,FALSE
A00525,C0332,Sam,SV01,4/5/2026,2026-05-04T09:00:00,2026-05-04T09:30:00,2026-04-04T07:00:00,completed,,2026-05-04T09:30:00,30,40,40,0,In salon,TRUE
A00526,C0333,Sarah,SV03,4/5/2026,2026-05-05T09:15:00,2026-05-05T10:15:00,2026-04-01T07:15:00,completed,,2026-05-05T10:15:00,60,100,100,0,In salon,TRUE
A00527,C0334,Matthew,SV06,4/5/2026,2026-05-08T12:00:00,2026-05-08T15:00:00,2026-04-19T10:00:00,completed,,2026-05-08T15:00:00,180,390,390,0,Online,TRUE
A00528,C0335,Matthew,SV05,4/5/2026,2026-05-04T13:30:00,2026-05-04T16:00:00,2026-03-31T08:30:00,completed,,2026-05-04T16:00:00,150,325,325,0,In salon,TRUE
A00529,C0219,Matthew,SV06,4/5/2026,2026-05-08T09:00:00,2026-05-08T12:00:00,2026-04-07T03:00:00,completed,,2026-05-08T12:00:00,180,390,390,0,Phone,FALSE
A00530,C0114,Sam,SV01,4/5/2026,2026-05-06T13:15:00,2026-05-06T13:45:00,2026-04-20T05:15:00,completed,,2026-05-06T13:45:00,30,40,40,0,Online,FALSE
A00531,C0336,Sarah,SV01,4/5/2026,2026-05-06T11:15:00,2026-05-06T11:45:00,2026-04-18T08:15:00,completed,,2026-05-06T11:45:00,30,40,40,0,Phone,TRUE
A00532,C0111,Matthew,SV01,4/5/2026,2026-05-06T10:45:00,2026-05-06T11:15:00,2026-04-02T08:45:00,completed,,2026-05-06T11:15:00,30,40,40,0,In salon,FALSE
A00533,C0337,Sarah,SV05,4/5/2026,2026-05-04T14:30:00,2026-05-04T17:00:00,2026-04-06T07:30:00,completed,,2026-05-04T17:00:00,150,325,325,0,Online,TRUE
A00534,C0338,Sarah,SV04,4/5/2026,2026-05-04T10:00:00,2026-05-04T12:00:00,2026-04-25T07:00:00,completed,,2026-05-04T12:00:00,120,240,240,0,Online,TRUE
A00535,C0213,Sam,SV02,4/5/2026,2026-05-05T16:15:00,2026-05-05T17:00:00,2026-04-05T15:15:00,completed,,2026-05-05T17:00:00,45,60,60,0,Online,FALSE
A00536,C0177,Matthew,SV01,4/5/2026,2026-05-06T09:45:00,2026-05-06T10:15:00,2026-04-05T03:45:00,completed,,2026-05-06T10:15:00,30,40,40,0,Phone,FALSE
A00537,C0124,Sam,SV01,4/5/2026,2026-05-06T15:15:00,2026-05-06T15:45:00,2026-04-25T09:15:00,completed,,2026-05-06T15:45:00,30,40,40,0,In salon,FALSE
A00538,C0250,Matthew,SV01,4/5/2026,2026-05-06T12:15:00,2026-05-06T12:45:00,2026-04-11T06:15:00,completed,,2026-05-06T12:45:00,30,40,40,0,In salon,FALSE
A00539,C0125,Matthew,SV02,4/5/2026,2026-05-05T11:45:00,2026-05-05T12:30:00,2026-04-23T07:45:00,completed,,2026-05-05T12:30:00,45,60,60,0,Online,FALSE
A00540,C0339,Sarah,SV05,4/5/2026,2026-05-04T12:00:00,2026-05-04T14:30:00,2026-04-26T10:00:00,completed,,2026-05-04T14:30:00,150,325,325,0,In salon,TRUE
A00541,C0080,Sam,SV05,4/5/2026,2026-05-04T09:30:00,2026-05-04T12:00:00,2026-04-23T05:30:00,completed,,2026-05-04T12:00:00,150,325,325,0,Online,FALSE
A00542,C0027,Sam,SV06,4/5/2026,2026-05-08T09:00:00,2026-05-08T12:00:00,2026-04-24T01:00:00,completed,,2026-05-08T12:00:00,180,390,390,0,Phone,FALSE
A00543,C0340,Sarah,SV01,4/5/2026,2026-05-06T12:15:00,2026-05-06T12:45:00,2026-04-10T04:15:00,completed,,2026-05-06T12:45:00,30,40,40,0,Online,TRUE
A00544,C0341,Matthew,SV03,4/5/2026,2026-05-05T14:00:00,2026-05-05T15:00:00,2026-04-25T09:00:00,completed,,2026-05-05T15:00:00,60,100,100,0,Online,TRUE
A00545,C0234,Matthew,SV03,4/5/2026,2026-05-05T13:00:00,2026-05-05T14:00:00,2026-04-25T06:00:00,completed,,2026-05-05T14:00:00,60,100,100,0,In salon,FALSE
A00546,C0180,Matthew,SV04,4/5/2026,2026-05-05T15:00:00,2026-05-05T17:00:00,2026-03-31T15:00:00,completed,,2026-05-05T17:00:00,120,240,240,0,In salon,FALSE
A00547,C0331,Sarah,SV01,4/5/2026,2026-05-06T14:15:00,2026-05-06T14:45:00,2026-04-22T12:00:00,cancelled,2026-04-26T12:00:00,,30,40,0,0,Phone,TRUE
A00548,C0213,Sam,SV02,4/5/2026,2026-05-05T16:15:00,2026-05-05T17:00:00,2026-04-22T12:00:00,cancelled,2026-04-26T12:00:00,,45,60,0,0,Online,FALSE
A00549,C0062,Matthew,SV04,11/5/2026,2026-05-11T12:30:00,2026-05-11T14:30:00,2026-05-03T12:30:00,completed,,2026-05-11T14:30:00,120,240,240,0,Online,FALSE
A00550,C0123,Sarah,SV02,11/5/2026,2026-05-12T09:00:00,2026-05-12T09:45:00,2026-04-08T07:00:00,completed,,2026-05-12T09:45:00,45,60,60,0,In salon,FALSE
A00551,C0158,Sarah,SV01,11/5/2026,2026-05-12T13:00:00,2026-05-12T13:30:00,2026-04-25T13:00:00,completed,,2026-05-12T13:30:00,30,40,40,0,In salon,FALSE
A00552,C0152,Matthew,SV01,11/5/2026,2026-05-12T16:30:00,2026-05-12T17:00:00,2026-04-15T15:30:00,completed,,2026-05-12T17:00:00,30,40,40,0,Online,FALSE
A00553,C0069,Sam,SV02,11/5/2026,2026-05-12T13:00:00,2026-05-12T13:45:00,2026-04-30T08:00:00,completed,,2026-05-12T13:45:00,45,60,60,0,In salon,FALSE
A00554,C0342,Matthew,SV01,11/5/2026,2026-05-11T10:00:00,2026-05-11T10:30:00,2026-04-29T07:00:00,completed,,2026-05-11T10:30:00,30,40,40,0,Online,TRUE
A00555,C0075,Sarah,SV03,11/5/2026,2026-05-12T14:30:00,2026-05-12T15:30:00,2026-05-03T12:30:00,completed,,2026-05-12T15:30:00,60,100,100,0,Online,FALSE
A00556,C0085,Sam,SV01,11/5/2026,2026-05-12T15:30:00,2026-05-12T16:00:00,2026-05-02T09:30:00,completed,,2026-05-12T16:00:00,30,40,40,0,Online,FALSE
A00557,C0343,Sam,SV04,11/5/2026,2026-05-11T11:30:00,2026-05-11T13:30:00,2026-04-28T09:30:00,completed,,2026-05-11T13:30:00,120,240,240,0,Online,TRUE
A00558,C0072,Sam,SV06,11/5/2026,2026-05-15T09:00:00,2026-05-15T12:00:00,2026-05-04T09:00:00,completed,,2026-05-15T12:00:00,180,390,390,0,Phone,FALSE
A00559,C0344,Matthew,SV01,11/5/2026,2026-05-13T12:15:00,2026-05-13T12:45:00,2026-04-23T10:15:00,completed,,2026-05-13T12:45:00,30,40,40,0,Online,TRUE
A00560,C0345,Sam,SV01,11/5/2026,2026-05-13T10:30:00,2026-05-13T11:00:00,2026-04-10T10:30:00,completed,,2026-05-13T11:00:00,30,40,40,0,In salon,TRUE
A00561,C0346,Sarah,SV02,11/5/2026,2026-05-12T12:15:00,2026-05-12T13:00:00,2026-04-20T05:15:00,completed,,2026-05-12T13:00:00,45,60,60,0,Phone,TRUE
A00562,C0122,Matthew,SV03,11/5/2026,2026-05-12T10:15:00,2026-05-12T11:15:00,2026-04-28T02:15:00,completed,,2026-05-12T11:15:00,60,100,100,0,Phone,FALSE
A00563,C0176,Matthew,SV03,11/5/2026,2026-05-11T09:00:00,2026-05-11T10:00:00,2026-04-10T08:00:00,completed,,2026-05-11T10:00:00,60,100,100,0,Phone,FALSE
A00564,C0137,Matthew,SV05,11/5/2026,2026-05-11T14:30:00,2026-05-11T17:00:00,2026-04-23T11:30:00,completed,,2026-05-11T17:00:00,150,325,325,0,In salon,FALSE
A00565,C0055,Sam,SV04,11/5/2026,2026-05-11T13:30:00,2026-05-11T15:30:00,2026-04-23T07:30:00,completed,,2026-05-11T15:30:00,120,240,240,0,Online,FALSE
A00566,C0347,Matthew,SV03,11/5/2026,2026-05-12T12:15:00,2026-05-12T13:15:00,2026-04-10T07:15:00,completed,,2026-05-12T13:15:00,60,100,100,0,Phone,TRUE
A00567,C0107,Matthew,SV01,11/5/2026,2026-05-13T11:15:00,2026-05-13T11:45:00,2026-04-19T04:15:00,completed,,2026-05-13T11:45:00,30,40,40,0,In salon,FALSE
A00568,C0066,Sarah,SV01,11/5/2026,2026-05-12T14:00:00,2026-05-12T14:30:00,2026-04-08T14:00:00,completed,,2026-05-12T14:30:00,30,40,40,0,In salon,FALSE
A00569,C0348,Sam,SV06,11/5/2026,2026-05-15T12:00:00,2026-05-15T15:00:00,2026-04-10T05:00:00,completed,,2026-05-15T15:00:00,180,390,390,0,Phone,TRUE
A00570,C0088,Sarah,SV05,11/5/2026,2026-05-11T11:00:00,2026-05-11T13:30:00,2026-04-23T04:00:00,completed,,2026-05-11T13:30:00,150,325,325,0,Phone,FALSE
A00571,C0349,Sarah,SV01,11/5/2026,2026-05-13T14:45:00,2026-05-13T15:15:00,2026-04-26T09:45:00,completed,,2026-05-13T15:15:00,30,40,40,0,In salon,TRUE
A00572,C0102,Matthew,SV01,11/5/2026,2026-05-15T12:00:00,2026-05-15T12:30:00,2026-04-15T10:00:00,completed,,2026-05-15T12:30:00,30,40,40,0,In salon,FALSE
A00573,C0100,Matthew,SV01,11/5/2026,2026-05-12T16:00:00,2026-05-12T16:30:00,2026-04-26T10:00:00,completed,,2026-05-12T16:30:00,30,40,40,0,Online,FALSE
A00574,C0230,Sam,SV01,11/5/2026,2026-05-11T16:30:00,2026-05-11T17:00:00,2026-04-26T10:30:00,completed,,2026-05-11T17:00:00,30,40,40,0,In salon,FALSE
A00575,C0049,Matthew,SV01,11/5/2026,2026-05-12T09:00:00,2026-05-12T09:30:00,2026-04-19T06:00:00,completed,,2026-05-12T09:30:00,30,40,40,0,Online,FALSE
A00576,C0068,Sam,SV03,11/5/2026,2026-05-12T14:30:00,2026-05-12T15:30:00,2026-05-04T14:30:00,completed,,2026-05-12T15:30:00,60,100,100,0,In salon,FALSE
A00577,C0156,Sam,SV01,11/5/2026,2026-05-12T11:45:00,2026-05-12T12:15:00,2026-05-02T10:45:00,completed,,2026-05-12T12:15:00,30,40,40,0,In salon,FALSE
A00578,C0110,Sarah,SV03,11/5/2026,2026-05-12T15:30:00,2026-05-12T16:30:00,2026-04-12T14:30:00,completed,,2026-05-12T16:30:00,60,100,100,0,In salon,FALSE
A00579,C0186,Sam,SV02,11/5/2026,2026-05-12T13:45:00,2026-05-12T14:30:00,2026-04-26T10:45:00,completed,,2026-05-12T14:30:00,45,60,60,0,Online,FALSE
A00580,C0251,Sam,SV03,11/5/2026,2026-05-11T15:30:00,2026-05-11T16:30:00,2026-04-21T13:30:00,completed,,2026-05-11T16:30:00,60,100,100,0,Online,FALSE
A00581,C0256,Sam,SV02,11/5/2026,2026-05-12T12:15:00,2026-05-12T13:00:00,2026-04-16T06:15:00,completed,,2026-05-12T13:00:00,45,60,60,0,In salon,FALSE
A00582,C0350,Sarah,SV01,11/5/2026,2026-05-13T13:45:00,2026-05-13T14:15:00,2026-04-28T10:45:00,completed,,2026-05-13T14:15:00,30,40,40,0,In salon,TRUE
A00583,C0196,Sam,SV03,11/5/2026,2026-05-12T16:00:00,2026-05-12T17:00:00,2026-04-13T09:00:00,completed,,2026-05-12T17:00:00,60,100,100,0,Phone,FALSE
A00584,C0146,Sarah,SV01,11/5/2026,2026-05-12T16:30:00,2026-05-12T17:00:00,2026-04-24T12:30:00,completed,,2026-05-12T17:00:00,30,40,40,0,In salon,FALSE
A00585,C0044,Sam,SV03,11/5/2026,2026-05-12T10:45:00,2026-05-12T11:45:00,2026-04-08T06:45:00,completed,,2026-05-12T11:45:00,60,100,100,0,Phone,FALSE
A00586,C0351,Sarah,SV01,11/5/2026,2026-05-13T14:15:00,2026-05-13T14:45:00,2026-05-02T07:15:00,completed,,2026-05-13T14:45:00,30,40,40,0,Online,TRUE
A00587,C0352,Matthew,SV06,11/5/2026,2026-05-15T09:00:00,2026-05-15T12:00:00,2026-04-23T05:00:00,completed,,2026-05-15T12:00:00,180,390,390,0,In salon,TRUE
A00588,C0259,Matthew,SV01,11/5/2026,2026-05-12T11:15:00,2026-05-12T11:45:00,2026-05-04T09:15:00,completed,,2026-05-12T11:45:00,30,40,40,0,In salon,FALSE
A00589,C0353,Sarah,SV01,11/5/2026,2026-05-12T13:30:00,2026-05-12T14:00:00,2026-05-02T12:30:00,completed,,2026-05-12T14:00:00,30,40,40,0,In salon,TRUE
A00590,C0354,Matthew,SV04,11/5/2026,2026-05-11T10:30:00,2026-05-11T12:30:00,2026-04-06T10:30:00,completed,,2026-05-11T12:30:00,120,240,240,0,Online,TRUE
A00591,C0355,Sarah,SV01,11/5/2026,2026-05-12T11:45:00,2026-05-12T12:15:00,2026-04-29T09:45:00,completed,,2026-05-12T12:15:00,30,40,40,0,In salon,TRUE
A00592,C0036,Matthew,SV01,11/5/2026,2026-05-12T11:45:00,2026-05-12T12:15:00,2026-04-15T03:45:00,completed,,2026-05-12T12:15:00,30,40,40,0,Online,FALSE
A00593,C0245,Matthew,SV02,11/5/2026,2026-05-12T13:15:00,2026-05-12T14:00:00,2026-04-13T07:15:00,completed,,2026-05-12T14:00:00,45,60,60,0,Online,FALSE
A00594,C0239,Matthew,SV04,11/5/2026,2026-05-12T14:00:00,2026-05-12T16:00:00,2026-04-10T10:00:00,completed,,2026-05-12T16:00:00,120,240,240,0,In salon,FALSE
A00595,C0356,Sam,SV01,11/5/2026,2026-05-13T10:00:00,2026-05-13T10:30:00,2026-04-29T02:00:00,completed,,2026-05-13T10:30:00,30,40,40,0,Phone,TRUE
A00596,C0357,Sam,SV01,11/5/2026,2026-05-12T10:15:00,2026-05-12T10:45:00,2026-04-15T05:15:00,completed,,2026-05-12T10:45:00,30,40,40,0,In salon,TRUE
A00597,C0197,Sam,SV01,11/5/2026,2026-05-12T09:45:00,2026-05-12T10:15:00,2026-04-25T02:45:00,completed,,2026-05-12T10:15:00,30,40,40,0,In salon,FALSE
A00598,C0074,Matthew,SV05,11/5/2026,2026-05-15T12:30:00,2026-05-15T15:00:00,2026-04-27T09:30:00,completed,,2026-05-15T15:00:00,150,325,325,0,Phone,FALSE
A00599,C0242,Sarah,SV01,11/5/2026,2026-05-15T09:00:00,2026-05-15T09:30:00,2026-04-10T07:00:00,completed,,2026-05-15T09:30:00,30,40,40,0,Phone,FALSE
A00600,C0358,Sam,SV01,11/5/2026,2026-05-13T09:30:00,2026-05-13T10:00:00,2026-04-10T09:30:00,completed,,2026-05-13T10:00:00,30,40,40,0,Phone,TRUE
A00601,C0253,Matthew,SV02,11/5/2026,2026-05-12T09:30:00,2026-05-12T10:15:00,2026-04-30T08:30:00,completed,,2026-05-12T10:15:00,45,60,60,0,Online,FALSE
A00602,C0054,Sarah,SV04,11/5/2026,2026-05-11T15:00:00,2026-05-11T17:00:00,2026-05-02T09:00:00,completed,,2026-05-11T17:00:00,120,240,240,0,In salon,FALSE
A00603,C0070,Sarah,SV05,11/5/2026,2026-05-15T12:30:00,2026-05-15T15:00:00,2026-04-23T07:30:00,completed,,2026-05-15T15:00:00,150,325,325,0,In salon,FALSE
A00604,C0252,Sarah,SV06,11/5/2026,2026-05-15T09:30:00,2026-05-15T12:30:00,2026-04-10T08:30:00,completed,,2026-05-15T12:30:00,180,390,390,0,Phone,FALSE
A00605,C0182,Sarah,SV04,11/5/2026,2026-05-12T09:45:00,2026-05-12T11:45:00,2026-04-17T05:45:00,completed,,2026-05-12T11:45:00,120,240,240,0,Phone,FALSE
A00606,C0246,Matthew,SV01,11/5/2026,2026-05-13T11:45:00,2026-05-13T12:15:00,2026-04-23T03:45:00,completed,,2026-05-13T12:15:00,30,40,40,0,In salon,FALSE
A00607,C0106,Sam,SV05,11/5/2026,2026-05-11T09:00:00,2026-05-11T11:30:00,2026-04-24T03:00:00,completed,,2026-05-11T11:30:00,150,325,325,0,Phone,FALSE
A00608,C0254,Sarah,SV04,11/5/2026,2026-05-11T09:00:00,2026-05-11T11:00:00,2026-04-14T06:00:00,completed,,2026-05-11T11:00:00,120,240,240,0,Online,FALSE
A00609,C0359,Sarah,SV03,11/5/2026,2026-05-11T14:00:00,2026-05-11T15:00:00,2026-04-27T14:00:00,completed,,2026-05-11T15:00:00,60,100,100,0,In salon,TRUE
A00610,C0360,Sarah,SV01,11/5/2026,2026-05-11T13:30:00,2026-05-11T14:00:00,2026-04-27T08:30:00,completed,,2026-05-11T14:00:00,30,40,40,0,In salon,TRUE
A00611,C0117,Sam,SV01,11/5/2026,2026-05-12T09:15:00,2026-05-12T09:45:00,2026-05-03T05:15:00,completed,,2026-05-12T09:45:00,30,40,40,0,Phone,FALSE
A00612,C0066,Sarah,SV01,11/5/2026,2026-05-12T14:00:00,2026-05-12T14:30:00,2026-04-29T12:00:00,cancelled,2026-05-03T12:00:00,,30,40,0,0,In salon,FALSE
